,palsa_percentage
761_73_7500_2018_crop_124_aug,8.25
761_73_7500_2018_crop_125_aug,15.0
761_73_7500_2018_crop_126_aug,7.75
761_73_7500_2018_crop_135_aug,0.25
761_73_7500_2018_crop_136_aug,3.0
761_73_7500_2018_crop_137_aug,3.25
761_73_7500_2018_crop_138_aug,0.75
761_74_5075_2018_crop_27,0.0
761_74_5075_2018_crop_39,0.0
761_74_5075_2018_crop_82,1.25
761_74_5075_2018_crop_143,4.0
761_74_5075_2018_negcrop_0,0.0
761_74_5075_2018_negcrop_1,0.0
761_74_5075_2018_negcrop_2,0.0
761_74_5075_2018_negcrop_3,0.0
761_74_5075_2018_crop_27_aug,0.0
761_74_5075_2018_crop_39_aug,0.0
761_74_5075_2018_crop_82_aug,1.25
761_74_5075_2018_crop_143_aug,4.0
761_71_5050_2018_crop_12,0.0
761_71_5050_2018_crop_75,1.75
761_71_5050_2018_crop_81,0.75
761_71_5050_2018_crop_82,3.0
761_71_5050_2018_crop_83,3.75
761_71_5050_2018_crop_84,8.5
761_71_5050_2018_crop_85,1.0
761_71_5050_2018_crop_92,1.25
761_71_5050_2018_crop_93,27.75
761_71_5050_2018_crop_94,38.0
761_71_5050_2018_crop_95,15.0
761_71_5050_2018_crop_97,4.5
761_71_5050_2018_crop_98,3.5
761_71_5050_2018_crop_105,0.0
761_71_5050_2018_crop_106,4.0
761_71_5050_2018_crop_107,5.75
761_71_5050_2018_crop_131,6.0
761_71_5050_2018_negcrop_0,0.0
761_71_5050_2018_negcrop_1,0.0
761_71_5050_2018_negcrop_2,0.0
761_71_5050_2018_negcrop_3,0.0
761_71_5050_2018_negcrop_4,0.0
761_71_5050_2018_negcrop_5,0.0
761_71_5050_2018_negcrop_6,0.0
761_71_5050_2018_negcrop_7,0.0
761_71_5050_2018_negcrop_8,0.0
761_71_5050_2018_negcrop_9,0.0
761_71_5050_2018_negcrop_10,0.0
761_71_5050_2018_negcrop_11,0.0
761_71_5050_2018_negcrop_12,0.0
761_71_5050_2018_negcrop_13,0.0
761_71_5050_2018_negcrop_14,0.0
761_71_5050_2018_negcrop_15,0.0
761_71_5050_2018_negcrop_16,0.0
761_71_5050_2018_crop_12_aug,0.0
761_71_5050_2018_crop_75_aug,1.75
761_71_5050_2018_crop_81_aug,0.75
761_71_5050_2018_crop_82_aug,3.0
761_71_5050_2018_crop_83_aug,3.75
761_71_5050_2018_crop_84_aug,8.5
761_71_5050_2018_crop_85_aug,1.0
761_71_5050_2018_crop_92_aug,1.25
761_71_5050_2018_crop_93_aug,27.75
761_71_5050_2018_crop_94_aug,38.0
761_71_5050_2018_crop_95_aug,15.0
761_71_5050_2018_crop_97_aug,4.5
761_71_5050_2018_crop_98_aug,3.5
761_71_5050_2018_crop_105_aug,0.0
761_71_5050_2018_crop_106_aug,4.0
761_71_5050_2018_crop_107_aug,5.75
761_71_5050_2018_crop_131_aug,6.0
760_74_0000_2018_crop_134,6.75
760_74_0000_2018_crop_139,20.75
760_74_0000_2018_crop_140,4.75
760_74_0000_2018_negcrop_0,0.0
760_74_0000_2018_negcrop_1,0.0
760_74_0000_2018_negcrop_2,0.0
760_74_0000_2018_crop_134_aug,6.75
760_74_0000_2018_crop_139_aug,20.75
760_74_0000_2018_crop_140_aug,4.75
759_76_5025_2013_crop_132,1.25
759_76_5025_2013_crop_133,2.25
759_76_5025_2013_negcrop_0,0.0
759_76_5025_2013_negcrop_1,0.0
759_76_5025_2013_crop_132_aug,1.25
759_76_5025_2013_crop_133_aug,2.25
759_76_5050_2013_crop_51,3.5
759_76_5050_2013_crop_63,4.75
759_76_5050_2013_negcrop_0,0.0
759_76_5050_2013_negcrop_1,0.0
759_76_5050_2013_crop_51_aug,3.5
759_76_5050_2013_crop_63_aug,4.75
755_68_2550_2016_crop_115,2.5
755_68_2550_2016_crop_122,0.25
755_68_2550_2016_crop_126,0.0
755_68_2550_2016_crop_127,3.75
755_68_2550_2016_crop_134,2.25
755_68_2550_2016_crop_135,0.25
755_68_2550_2016_crop_137,1.5
755_68_2550_2016_crop_138,8.25
755_68_2550_2016_negcrop_0,0.0
755_68_2550_2016_negcrop_1,0.0
755_68_2550_2016_negcrop_2,0.0
755_68_2550_2016_negcrop_3,0.0
755_68_2550_2016_negcrop_4,0.0
755_68_2550_2016_negcrop_5,0.0
755_68_2550_2016_negcrop_6,0.0
755_68_2550_2016_negcrop_7,0.0
755_68_2550_2016_crop_115_aug,2.5
755_68_2550_2016_crop_122_aug,0.25
755_68_2550_2016_crop_126_aug,0.0
755_68_2550_2016_crop_127_aug,3.75
755_68_2550_2016_crop_134_aug,2.25
755_68_2550_2016_crop_135_aug,0.25
755_68_2550_2016_crop_137_aug,1.5
755_68_2550_2016_crop_138_aug,8.25
762_72_0075_2018_crop_5,4.25
762_72_0075_2018_crop_6,24.0
762_72_0075_2018_crop_7,1.75
762_72_0075_2018_crop_16,5.0
762_72_0075_2018_crop_17,20.75
762_72_0075_2018_crop_18,17.25
762_72_0075_2018_crop_28,9.5
762_72_0075_2018_crop_29,13.75
762_72_0075_2018_crop_30,34.5
762_72_0075_2018_crop_31,12.0
762_72_0075_2018_crop_40,9.25
762_72_0075_2018_crop_41,4.25
762_72_0075_2018_crop_42,9.5
762_72_0075_2018_crop_47,0.0
762_72_0075_2018_crop_51,0.0
762_72_0075_2018_crop_52,7.0
762_72_0075_2018_crop_53,4.0
762_72_0075_2018_crop_58,0.25
762_72_0075_2018_crop_64,3.5
762_72_0075_2018_crop_65,2.5
762_72_0075_2018_crop_71,0.0
762_72_0075_2018_crop_76,0.0
762_72_0075_2018_crop_83,0.0
762_72_0075_2018_crop_85,0.5
762_72_0075_2018_crop_88,0.0
762_72_0075_2018_crop_96,0.0
762_72_0075_2018_crop_108,3.75
762_72_0075_2018_negcrop_0,0.0
762_72_0075_2018_negcrop_1,0.0
762_72_0075_2018_negcrop_2,0.0
762_72_0075_2018_negcrop_3,0.0
762_72_0075_2018_negcrop_4,0.0
762_72_0075_2018_negcrop_5,0.0
762_72_0075_2018_negcrop_6,0.0
762_72_0075_2018_negcrop_7,0.0
762_72_0075_2018_negcrop_8,0.0
762_72_0075_2018_negcrop_9,0.0
762_72_0075_2018_negcrop_10,0.0
762_72_0075_2018_negcrop_11,0.0
762_72_0075_2018_negcrop_12,0.0
762_72_0075_2018_negcrop_13,0.0
762_72_0075_2018_negcrop_14,0.0
762_72_0075_2018_negcrop_15,0.0
762_72_0075_2018_negcrop_16,0.0
762_72_0075_2018_negcrop_17,0.0
762_72_0075_2018_negcrop_18,0.0
762_72_0075_2018_negcrop_19,0.0
762_72_0075_2018_negcrop_20,0.0
762_72_0075_2018_negcrop_21,0.0
762_72_0075_2018_negcrop_22,0.0
762_72_0075_2018_negcrop_23,0.0
762_72_0075_2018_negcrop_24,0.0
762_72_0075_2018_negcrop_25,0.0
762_72_0075_2018_negcrop_26,0.0
762_72_0075_2018_crop_5_aug,4.25
762_72_0075_2018_crop_6_aug,24.0
762_72_0075_2018_crop_7_aug,1.75
762_72_0075_2018_crop_16_aug,5.0
762_72_0075_2018_crop_17_aug,20.75
762_72_0075_2018_crop_18_aug,17.25
762_72_0075_2018_crop_28_aug,9.5
762_72_0075_2018_crop_29_aug,13.75
762_72_0075_2018_crop_30_aug,34.5
762_72_0075_2018_crop_31_aug,12.0
762_72_0075_2018_crop_40_aug,9.25
762_72_0075_2018_crop_41_aug,4.25
762_72_0075_2018_crop_42_aug,9.5
762_72_0075_2018_crop_47_aug,0.0
762_72_0075_2018_crop_51_aug,0.0
762_72_0075_2018_crop_52_aug,7.0
762_72_0075_2018_crop_53_aug,4.0
762_72_0075_2018_crop_58_aug,0.25
762_72_0075_2018_crop_64_aug,3.5
762_72_0075_2018_crop_65_aug,2.5
762_72_0075_2018_crop_71_aug,0.0
762_72_0075_2018_crop_76_aug,0.0
762_72_0075_2018_crop_83_aug,0.0
762_72_0075_2018_crop_85_aug,0.5
762_72_0075_2018_crop_88_aug,0.0
762_72_0075_2018_crop_96_aug,0.0
762_72_0075_2018_crop_108_aug,3.75
764_73_0025_2018_crop_6,3.0
764_73_0025_2018_crop_7,0.25
764_73_0025_2018_crop_55,0.0
764_73_0025_2018_crop_66,1.5
764_73_0025_2018_crop_67,1.75
764_73_0025_2018_crop_87,2.25
764_73_0025_2018_crop_88,8.75
764_73_0025_2018_crop_89,0.75
764_73_0025_2018_crop_90,2.25
764_73_0025_2018_crop_98,4.5
764_73_0025_2018_crop_99,7.25
764_73_0025_2018_crop_105,0.0
764_73_0025_2018_crop_110,14.0
764_73_0025_2018_crop_111,2.0
764_73_0025_2018_crop_120,0.0
764_73_0025_2018_crop_121,0.5
764_73_0025_2018_crop_122,1.0
764_73_0025_2018_crop_132,0.5
764_73_0025_2018_crop_133,2.25
764_73_0025_2018_crop_141,0.0
764_73_0025_2018_negcrop_0,0.0
764_73_0025_2018_negcrop_1,0.0
764_73_0025_2018_negcrop_2,0.0
764_73_0025_2018_negcrop_3,0.0
764_73_0025_2018_negcrop_4,0.0
764_73_0025_2018_negcrop_5,0.0
764_73_0025_2018_negcrop_6,0.0
764_73_0025_2018_negcrop_7,0.0
764_73_0025_2018_negcrop_8,0.0
764_73_0025_2018_negcrop_9,0.0
764_73_0025_2018_negcrop_10,0.0
764_73_0025_2018_negcrop_11,0.0
764_73_0025_2018_negcrop_12,0.0
764_73_0025_2018_negcrop_13,0.0
764_73_0025_2018_negcrop_14,0.0
764_73_0025_2018_negcrop_15,0.0
764_73_0025_2018_negcrop_16,0.0
764_73_0025_2018_negcrop_17,0.0
764_73_0025_2018_negcrop_18,0.0
764_73_0025_2018_negcrop_19,0.0
764_73_0025_2018_crop_6_aug,3.0
764_73_0025_2018_crop_7_aug,0.25
764_73_0025_2018_crop_55_aug,0.0
764_73_0025_2018_crop_66_aug,1.5
764_73_0025_2018_crop_67_aug,1.75
764_73_0025_2018_crop_87_aug,2.25
764_73_0025_2018_crop_88_aug,8.75
764_73_0025_2018_crop_89_aug,0.75
764_73_0025_2018_crop_90_aug,2.25
764_73_0025_2018_crop_98_aug,4.5
764_73_0025_2018_crop_99_aug,7.25
764_73_0025_2018_crop_105_aug,0.0
764_73_0025_2018_crop_110_aug,14.0
764_73_0025_2018_crop_111_aug,2.0
764_73_0025_2018_crop_120_aug,0.0
764_73_0025_2018_crop_121_aug,0.5
764_73_0025_2018_crop_122_aug,1.0
764_73_0025_2018_crop_132_aug,0.5
764_73_0025_2018_crop_133_aug,2.25
764_73_0025_2018_crop_141_aug,0.0
764_74_7575_2018_crop_0,37.25
764_74_7575_2018_crop_1,1.75
764_74_7575_2018_crop_2,25.5
764_74_7575_2018_crop_3,41.5
764_74_7575_2018_crop_4,26.0
764_74_7575_2018_crop_12,22.25
764_74_7575_2018_crop_13,29.75
764_74_7575_2018_crop_14,38.25
764_74_7575_2018_crop_15,17.0
764_74_7575_2018_crop_16,1.0
764_74_7575_2018_crop_25,1.0
764_74_7575_2018_crop_26,0.75
764_74_7575_2018_crop_28,1.0
764_74_7575_2018_negcrop_0,0.0
764_74_7575_2018_negcrop_1,0.0
764_74_7575_2018_negcrop_2,0.0
764_74_7575_2018_negcrop_3,0.0
764_74_7575_2018_negcrop_4,0.0
764_74_7575_2018_negcrop_5,0.0
764_74_7575_2018_negcrop_6,0.0
764_74_7575_2018_negcrop_7,0.0
764_74_7575_2018_negcrop_8,0.0
764_74_7575_2018_negcrop_9,0.0
764_74_7575_2018_negcrop_10,0.0
764_74_7575_2018_negcrop_11,0.0
764_74_7575_2018_negcrop_12,0.0
764_74_7575_2018_crop_0_aug,37.25
764_74_7575_2018_crop_1_aug,1.75
764_74_7575_2018_crop_2_aug,25.5
764_74_7575_2018_crop_3_aug,41.5
764_74_7575_2018_crop_4_aug,26.0
764_74_7575_2018_crop_12_aug,22.25
764_74_7575_2018_crop_13_aug,29.75
764_74_7575_2018_crop_14_aug,38.25
764_74_7575_2018_crop_15_aug,17.0
764_74_7575_2018_crop_16_aug,1.0
764_74_7575_2018_crop_25_aug,1.0
764_74_7575_2018_crop_26_aug,0.75
764_74_7575_2018_crop_28_aug,1.0
758_74_2575_2013_crop_23,1.25
758_74_2575_2013_crop_35,0.0
758_74_2575_2013_crop_47,0.25
758_74_2575_2013_crop_51,0.0
758_74_2575_2013_crop_64,0.75
758_74_2575_2013_crop_65,1.0
758_74_2575_2013_crop_70,1.75
758_74_2575_2013_crop_71,2.0
758_74_2575_2013_crop_75,0.25
758_74_2575_2013_crop_76,2.0
758_74_2575_2013_crop_77,9.5
758_74_2575_2013_crop_78,4.5
758_74_2575_2013_crop_79,16.5
758_74_2575_2013_crop_80,0.5
758_74_2575_2013_crop_87,0.0
758_74_2575_2013_crop_88,0.0
758_74_2575_2013_crop_89,3.5
758_74_2575_2013_crop_90,1.25
758_74_2575_2013_crop_91,0.0
758_74_2575_2013_crop_99,0.0
758_74_2575_2013_crop_100,1.25
758_74_2575_2013_crop_101,3.75
758_74_2575_2013_crop_133,0.0
758_74_2575_2013_crop_134,0.0
758_74_2575_2013_negcrop_0,0.0
758_74_2575_2013_negcrop_1,0.0
758_74_2575_2013_negcrop_2,0.0
758_74_2575_2013_negcrop_3,0.0
758_74_2575_2013_negcrop_4,0.0
758_74_2575_2013_negcrop_5,0.0
758_74_2575_2013_negcrop_6,0.0
758_74_2575_2013_negcrop_7,0.0
758_74_2575_2013_negcrop_8,0.0
758_74_2575_2013_negcrop_9,0.0
758_74_2575_2013_negcrop_10,0.0
758_74_2575_2013_negcrop_11,0.0
758_74_2575_2013_negcrop_12,0.0
758_74_2575_2013_negcrop_13,0.0
758_74_2575_2013_negcrop_14,0.0
758_74_2575_2013_negcrop_15,0.0
758_74_2575_2013_negcrop_16,0.0
758_74_2575_2013_negcrop_17,0.0
758_74_2575_2013_negcrop_18,0.0
758_74_2575_2013_negcrop_19,0.0
758_74_2575_2013_negcrop_20,0.0
758_74_2575_2013_negcrop_21,0.0
758_74_2575_2013_negcrop_22,0.0
758_74_2575_2013_negcrop_23,0.0
758_74_2575_2013_crop_23_aug,1.25
758_74_2575_2013_crop_35_aug,0.0
758_74_2575_2013_crop_47_aug,0.25
758_74_2575_2013_crop_51_aug,0.0
758_74_2575_2013_crop_64_aug,0.75
758_74_2575_2013_crop_65_aug,1.0
758_74_2575_2013_crop_70_aug,1.75
758_74_2575_2013_crop_71_aug,2.0
758_74_2575_2013_crop_75_aug,0.25
758_74_2575_2013_crop_76_aug,2.0
758_74_2575_2013_crop_77_aug,9.5
758_74_2575_2013_crop_78_aug,4.5
758_74_2575_2013_crop_79_aug,16.5
758_74_2575_2013_crop_80_aug,0.5
758_74_2575_2013_crop_87_aug,0.0
758_74_2575_2013_crop_88_aug,0.0
758_74_2575_2013_crop_89_aug,3.5
758_74_2575_2013_crop_90_aug,1.25
758_74_2575_2013_crop_91_aug,0.0
758_74_2575_2013_crop_99_aug,0.0
758_74_2575_2013_crop_100_aug,1.25
758_74_2575_2013_crop_101_aug,3.75
758_74_2575_2013_crop_133_aug,0.0
758_74_2575_2013_crop_134_aug,0.0
761_72_2550_2018_crop_3,8.0
761_72_2550_2018_crop_4,1.0
761_72_2550_2018_crop_8,0.75
761_72_2550_2018_crop_9,8.25
761_72_2550_2018_crop_12,10.25
761_72_2550_2018_crop_13,0.0
761_72_2550_2018_crop_19,18.5
761_72_2550_2018_crop_20,13.25
761_72_2550_2018_crop_21,5.5
761_72_2550_2018_crop_23,0.5
761_72_2550_2018_crop_31,0.25
761_72_2550_2018_crop_33,15.25
761_72_2550_2018_crop_34,4.5
761_72_2550_2018_crop_35,12.0
761_72_2550_2018_crop_39,2.75
761_72_2550_2018_crop_43,12.5
761_72_2550_2018_crop_44,5.75
761_72_2550_2018_crop_45,2.25
761_72_2550_2018_crop_46,10.75
761_72_2550_2018_crop_47,18.25
761_72_2550_2018_crop_51,1.5
761_72_2550_2018_crop_52,0.25
761_72_2550_2018_crop_55,5.75
761_72_2550_2018_crop_57,3.5
761_72_2550_2018_crop_58,23.75
761_72_2550_2018_crop_59,4.0
761_72_2550_2018_crop_68,5.75
761_72_2550_2018_crop_69,12.75
761_72_2550_2018_crop_70,13.75
761_72_2550_2018_crop_71,2.75
761_72_2550_2018_crop_83,3.25
761_72_2550_2018_crop_95,2.5
761_72_2550_2018_crop_130,0.0
761_72_2550_2018_crop_131,0.75
761_72_2550_2018_crop_142,0.0
761_72_2550_2018_crop_143,3.75
761_72_2550_2018_negcrop_0,0.0
761_72_2550_2018_negcrop_1,0.0
761_72_2550_2018_negcrop_2,0.0
761_72_2550_2018_negcrop_3,0.0
761_72_2550_2018_negcrop_4,0.0
761_72_2550_2018_negcrop_5,0.0
761_72_2550_2018_negcrop_6,0.0
761_72_2550_2018_negcrop_7,0.0
761_72_2550_2018_negcrop_8,0.0
761_72_2550_2018_negcrop_9,0.0
761_72_2550_2018_negcrop_10,0.0
761_72_2550_2018_negcrop_11,0.0
761_72_2550_2018_negcrop_12,0.0
761_72_2550_2018_negcrop_13,0.0
761_72_2550_2018_negcrop_14,0.0
761_72_2550_2018_negcrop_15,0.0
761_72_2550_2018_negcrop_16,0.0
761_72_2550_2018_negcrop_17,0.0
761_72_2550_2018_negcrop_18,0.0
761_72_2550_2018_negcrop_19,0.0
761_72_2550_2018_negcrop_20,0.0
761_72_2550_2018_negcrop_21,0.0
761_72_2550_2018_negcrop_22,0.0
761_72_2550_2018_negcrop_23,0.0
761_72_2550_2018_negcrop_24,0.0
761_72_2550_2018_negcrop_25,0.0
761_72_2550_2018_negcrop_26,0.0
761_72_2550_2018_negcrop_27,0.0
761_72_2550_2018_negcrop_28,0.0
761_72_2550_2018_negcrop_29,0.0
761_72_2550_2018_negcrop_30,0.0
761_72_2550_2018_negcrop_31,0.0
761_72_2550_2018_negcrop_32,0.0
761_72_2550_2018_negcrop_33,0.0
761_72_2550_2018_negcrop_34,0.0
761_72_2550_2018_negcrop_35,0.0
761_72_2550_2018_crop_3_aug,8.0
761_72_2550_2018_crop_4_aug,1.0
761_72_2550_2018_crop_8_aug,0.75
761_72_2550_2018_crop_9_aug,8.25
761_72_2550_2018_crop_12_aug,10.25
761_72_2550_2018_crop_13_aug,0.0
761_72_2550_2018_crop_19_aug,18.5
761_72_2550_2018_crop_20_aug,13.25
761_72_2550_2018_crop_21_aug,5.5
761_72_2550_2018_crop_23_aug,0.5
761_72_2550_2018_crop_31_aug,0.25
761_72_2550_2018_crop_33_aug,15.25
761_72_2550_2018_crop_34_aug,4.5
761_72_2550_2018_crop_35_aug,12.0
761_72_2550_2018_crop_39_aug,2.75
761_72_2550_2018_crop_43_aug,12.5
761_72_2550_2018_crop_44_aug,5.75
761_72_2550_2018_crop_45_aug,2.25
761_72_2550_2018_crop_46_aug,10.75
761_72_2550_2018_crop_47_aug,18.25
761_72_2550_2018_crop_51_aug,1.5
761_72_2550_2018_crop_52_aug,0.25
761_72_2550_2018_crop_55_aug,5.75
761_72_2550_2018_crop_57_aug,3.5
761_72_2550_2018_crop_58_aug,23.75
761_72_2550_2018_crop_59_aug,4.0
761_72_2550_2018_crop_68_aug,5.75
761_72_2550_2018_crop_69_aug,12.75
761_72_2550_2018_crop_70_aug,13.75
761_72_2550_2018_crop_71_aug,2.75
761_72_2550_2018_crop_83_aug,3.25
761_72_2550_2018_crop_95_aug,2.5
761_72_2550_2018_crop_130_aug,0.0
761_72_2550_2018_crop_131_aug,0.75
761_72_2550_2018_crop_142_aug,0.0
761_72_2550_2018_crop_143_aug,3.75
760_71_7550_2018_crop_38,2.5
760_71_7550_2018_crop_82,1.5
760_71_7550_2018_crop_85,4.0
760_71_7550_2018_crop_86,12.0
760_71_7550_2018_crop_93,1.0
760_71_7550_2018_crop_103,3.75
760_71_7550_2018_crop_104,1.25
760_71_7550_2018_crop_107,5.75
760_71_7550_2018_crop_115,14.5
760_71_7550_2018_crop_116,9.0
760_71_7550_2018_crop_119,4.0
760_71_7550_2018_crop_131,5.5
760_71_7550_2018_crop_142,2.75
760_71_7550_2018_negcrop_0,0.0
760_71_7550_2018_negcrop_1,0.0
760_71_7550_2018_negcrop_2,0.0
760_71_7550_2018_negcrop_3,0.0
760_71_7550_2018_negcrop_4,0.0
760_71_7550_2018_negcrop_5,0.0
760_71_7550_2018_negcrop_6,0.0
760_71_7550_2018_negcrop_7,0.0
760_71_7550_2018_negcrop_8,0.0
760_71_7550_2018_negcrop_9,0.0
760_71_7550_2018_negcrop_10,0.0
760_71_7550_2018_negcrop_11,0.0
760_71_7550_2018_negcrop_12,0.0
760_71_7550_2018_crop_38_aug,2.5
760_71_7550_2018_crop_82_aug,1.5
760_71_7550_2018_crop_85_aug,4.0
760_71_7550_2018_crop_86_aug,12.0
760_71_7550_2018_crop_93_aug,1.0
760_71_7550_2018_crop_103_aug,3.75
760_71_7550_2018_crop_104_aug,1.25
760_71_7550_2018_crop_107_aug,5.75
760_71_7550_2018_crop_115_aug,14.5
760_71_7550_2018_crop_116_aug,9.0
760_71_7550_2018_crop_119_aug,4.0
760_71_7550_2018_crop_131_aug,5.5
760_71_7550_2018_crop_142_aug,2.75
761_76_7525_2015_crop_72,0.5
761_76_7525_2015_crop_73,0.25
761_76_7525_2015_negcrop_0,0.0
761_76_7525_2015_negcrop_1,0.0
761_76_7525_2015_crop_72_aug,0.5
761_76_7525_2015_crop_73_aug,0.25
759_70_0075_2013_crop_94,5.25
759_70_0075_2013_negcrop_0,0.0
759_70_0075_2013_crop_94_aug,5.25
761_72_0075_2018_crop_0,3.25
761_72_0075_2018_crop_1,0.0
761_72_0075_2018_crop_6,15.25
761_72_0075_2018_crop_7,4.5
761_72_0075_2018_crop_8,0.75
761_72_0075_2018_crop_12,3.5
761_72_0075_2018_crop_13,0.5
761_72_0075_2018_crop_19,1.25
761_72_0075_2018_crop_30,0.0
761_72_0075_2018_crop_35,4.5
761_72_0075_2018_crop_42,5.0
761_72_0075_2018_crop_48,1.5
761_72_0075_2018_crop_53,16.0
761_72_0075_2018_crop_54,39.75
761_72_0075_2018_crop_55,6.25
761_72_0075_2018_crop_57,7.75
761_72_0075_2018_crop_58,3.5
761_72_0075_2018_crop_59,0.25
761_72_0075_2018_crop_65,10.5
761_72_0075_2018_crop_66,44.5
761_72_0075_2018_crop_67,39.0
761_72_0075_2018_crop_68,5.0
761_72_0075_2018_crop_69,1.25
761_72_0075_2018_crop_70,16.0
761_72_0075_2018_crop_71,0.5
761_72_0075_2018_crop_77,28.75
761_72_0075_2018_crop_78,51.0
761_72_0075_2018_crop_79,12.25
761_72_0075_2018_crop_82,0.25
761_72_0075_2018_crop_83,1.0
761_72_0075_2018_crop_84,22.5
761_72_0075_2018_crop_85,3.0
761_72_0075_2018_crop_89,9.5
761_72_0075_2018_crop_90,34.25
761_72_0075_2018_crop_91,11.5
761_72_0075_2018_crop_93,4.75
761_72_0075_2018_crop_94,7.25
761_72_0075_2018_crop_95,8.75
761_72_0075_2018_crop_96,30.75
761_72_0075_2018_crop_97,29.75
761_72_0075_2018_crop_98,25.75
761_72_0075_2018_crop_99,16.25
761_72_0075_2018_crop_100,12.5
761_72_0075_2018_crop_101,27.0
761_72_0075_2018_crop_102,5.25
761_72_0075_2018_crop_103,5.75
761_72_0075_2018_crop_104,5.25
761_72_0075_2018_crop_105,21.5
761_72_0075_2018_crop_106,9.25
761_72_0075_2018_crop_107,9.75
761_72_0075_2018_crop_108,28.0
761_72_0075_2018_crop_109,29.25
761_72_0075_2018_crop_110,31.0
761_72_0075_2018_crop_113,1.0
761_72_0075_2018_crop_114,7.25
761_72_0075_2018_crop_117,7.0
761_72_0075_2018_crop_118,0.5
761_72_0075_2018_crop_119,4.25
761_72_0075_2018_crop_120,27.0
761_72_0075_2018_crop_121,5.25
761_72_0075_2018_crop_122,14.75
761_72_0075_2018_crop_123,2.0
761_72_0075_2018_crop_124,3.25
761_72_0075_2018_crop_126,0.5
761_72_0075_2018_crop_127,0.5
761_72_0075_2018_crop_128,2.0
761_72_0075_2018_crop_132,5.25
761_72_0075_2018_crop_134,6.5
761_72_0075_2018_crop_137,0.75
761_72_0075_2018_negcrop_0,0.0
761_72_0075_2018_negcrop_1,0.0
761_72_0075_2018_negcrop_2,0.0
761_72_0075_2018_negcrop_3,0.0
761_72_0075_2018_negcrop_4,0.0
761_72_0075_2018_negcrop_5,0.0
761_72_0075_2018_negcrop_6,0.0
761_72_0075_2018_negcrop_7,0.0
761_72_0075_2018_negcrop_8,0.0
761_72_0075_2018_negcrop_9,0.0
761_72_0075_2018_negcrop_10,0.0
761_72_0075_2018_negcrop_11,0.0
761_72_0075_2018_negcrop_12,0.0
761_72_0075_2018_negcrop_13,0.0
761_72_0075_2018_negcrop_14,0.0
761_72_0075_2018_negcrop_15,0.0
761_72_0075_2018_negcrop_16,0.0
761_72_0075_2018_negcrop_17,0.0
761_72_0075_2018_negcrop_18,0.0
761_72_0075_2018_negcrop_19,0.0
761_72_0075_2018_negcrop_20,0.0
761_72_0075_2018_negcrop_21,0.0
761_72_0075_2018_negcrop_22,0.0
761_72_0075_2018_negcrop_23,0.0
761_72_0075_2018_negcrop_24,0.0
761_72_0075_2018_negcrop_25,0.0
761_72_0075_2018_negcrop_26,0.0
761_72_0075_2018_negcrop_27,0.0
761_72_0075_2018_negcrop_28,0.0
761_72_0075_2018_negcrop_29,0.0
761_72_0075_2018_negcrop_30,0.0
761_72_0075_2018_negcrop_31,0.0
761_72_0075_2018_negcrop_32,0.0
761_72_0075_2018_negcrop_33,0.0
761_72_0075_2018_negcrop_34,0.0
761_72_0075_2018_negcrop_35,0.0
761_72_0075_2018_negcrop_36,0.0
761_72_0075_2018_negcrop_37,0.0
761_72_0075_2018_negcrop_38,0.0
761_72_0075_2018_negcrop_39,0.0
761_72_0075_2018_negcrop_40,0.0
761_72_0075_2018_negcrop_41,0.0
761_72_0075_2018_negcrop_42,0.0
761_72_0075_2018_negcrop_43,0.0
761_72_0075_2018_negcrop_44,0.0
761_72_0075_2018_negcrop_45,0.0
761_72_0075_2018_negcrop_46,0.0
761_72_0075_2018_negcrop_47,0.0
761_72_0075_2018_negcrop_48,0.0
761_72_0075_2018_negcrop_49,0.0
761_72_0075_2018_negcrop_50,0.0
761_72_0075_2018_negcrop_51,0.0
761_72_0075_2018_negcrop_52,0.0
761_72_0075_2018_negcrop_53,0.0
761_72_0075_2018_negcrop_54,0.0
761_72_0075_2018_negcrop_55,0.0
761_72_0075_2018_negcrop_56,0.0
761_72_0075_2018_negcrop_57,0.0
761_72_0075_2018_negcrop_58,0.0
761_72_0075_2018_negcrop_59,0.0
761_72_0075_2018_negcrop_60,0.0
761_72_0075_2018_negcrop_61,0.0
761_72_0075_2018_negcrop_62,0.0
761_72_0075_2018_negcrop_63,0.0
761_72_0075_2018_negcrop_64,0.0
761_72_0075_2018_negcrop_65,0.0
761_72_0075_2018_negcrop_66,0.0
761_72_0075_2018_negcrop_67,0.0
761_72_0075_2018_negcrop_68,0.0
761_72_0075_2018_crop_0_aug,3.25
761_72_0075_2018_crop_1_aug,0.0
761_72_0075_2018_crop_6_aug,15.25
761_72_0075_2018_crop_7_aug,4.5
761_72_0075_2018_crop_8_aug,0.75
761_72_0075_2018_crop_12_aug,3.5
761_72_0075_2018_crop_13_aug,0.5
761_72_0075_2018_crop_19_aug,1.25
761_72_0075_2018_crop_30_aug,0.0
761_72_0075_2018_crop_35_aug,4.5
761_72_0075_2018_crop_42_aug,5.0
761_72_0075_2018_crop_48_aug,1.5
761_72_0075_2018_crop_53_aug,16.0
761_72_0075_2018_crop_54_aug,39.75
761_72_0075_2018_crop_55_aug,6.25
761_72_0075_2018_crop_57_aug,7.75
761_72_0075_2018_crop_58_aug,3.5
761_72_0075_2018_crop_59_aug,0.25
